,coconut_id,unique_smiles
370436,CNP0238605,OC=1C=C2C(=CC1OC3=CC=C(C=C3)CC4C5=CC(OC)=C(O)C=C5CCN4C)CC6C=7C(=CC(OC)=C(OC)C27)CCN6C
370439,CNP0147669,O=CN(C)CCC1=CN(C=2C(=O)C=3NC=C(C=4C=CC(O)=CC4)C3C(=O)C12)C
370446,CNP0174782,O=C1C=C2C(C3=CC(O)=C(O)C(=C13)C)(C)CCC4(C)C5CC(=C)CCC5(C)CCC24C
370448,CNP0226644,O=C(O)C(O)C1(O)OC(CC2OC3(OC(C)(C4OC(CC4)C5OC(CC5)C6OC(O)(C)C(C)C(OC7OC(C)C(OC)CC7)C6C)C(OC8OC(C)C(OC)CC8)C3C)C(C)C(OC)C2)C(OC)(C)C(OC)C1C
370450,CNP0224556,O=C(OC)C(=C)C1CCC(O)(C)C(O)CCC(=CCCC(O)(C)C(O)C1)C
370453,CNP0129137,OC=1C=C2OCC3C4=CC=5OCOC5C=C4OC3C2=C6C1OC(C)(C)CC6
370457,CNP0385731,OC=1C=CC=2NC=C(C2C1)C=3C(OC)=C(OC)C(=C(OC)C3OC)C4=CNC5=CC=C(C=C54)CC=C(C)C
370468,CNP0199221,O=C(O)C1(O)OC2=C(O)C=CC=3C=4C=CC(O)=C5C(=O)C=CC(C45)=C(C23)C1
370472,CNP0475031,O=C(O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=C)C(NC(=O)CC(O)CCCCCCC)CC(C)C)CC(C)C)CCC(=O)N)CC(C)C)C(O)C)C(C)CC)CC(C)C)CC(C)C
370473,CNP0155241,O=C1C=CC2(C(=C1)CCC3C4CCC5C(O)(OCC45CC(O)C32)C)C
370483,CNP0292181,O=C(OC1CC2C(CCC3CC(OC4OC(C)C(OC5OC(C)C(OC6OC(C)C(O)C(OC)C6)C(OC)C5)C(OC)C4)CCC32C)C7(O)CCC(O)(C(OC(=O)C(C)CC)C)C17C)C
370487,CNP0426593,O=C(C)CC1C(=O)OC(CCCCCC(O)CCCCCCC(O)C(O)CCC=CCCCCCCCCCCCC)C1
370490,CNP0216732,O=C1C(O)=CC2(C(C=C(C(=O)C2)C(C)C)=C1C)C
370491,CNP0215420,O=C1OC2CCN3CC=C(COC(=O)C(O)(C)C(CO)CC1=CC)C32
370499,CNP0322450,O=C(C=1C=CC=CC1O)C2=CC(Cl)=C(Cl)N2C=3C(Cl)=C(Cl)NC3C(=O)C4=CC(Cl)=CC=C4O
370500,CNP0294719,O=C1OCC2=C1CCC3(OC(=O)CCC23C)C(O)(C)C
370501,CNP0321951,O=C(O)C1=C(S(=O)O)CC2N1C(=O)C2C(OS(=O)(=O)O)C
370506,CNP0077638,O=C(OC)C1=C2NC3=CC=4OC5C(O)C6(CC(C(=O)OC)=C7NC8=C(OC)C(OC)=C(O)C=C8C79CCN(C5C4C=C3C2%10CCN%11CC=CC(C1)(CC)C%11%10)C96)CC
370507,CNP0322658,O=C(C=C1C(=O)NC=2C1=CC=CC2CC=C(C)C)C
370518,CNP0355773,O=C1C2=C(CC(C(=O)O)(C)C2)C(O)(C)C3(C1=C)CC3
370523,CNP0073772,O=C(O)C(=O)C1NC(=O)C2NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(NC(=O)C4NC(=O)C(NC(=O)C5N(C(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CSC2C)CCCNC(=N)N)CCC(=O)N)CSC3)CSC4C)CNCCCC1)CC=6C=CC=CC6)CCC5)CC=7C=CC=CC7)CC=8C=CC=CC8)C(C)C)C(O)C(=O)O)CC(=O)N
370525,CNP0107070,O=C1C=C(C=2N=C3C=CC=CC3=C4C=CN=C1C24)C(OC)CNC(=O)C
370528,CNP0180753,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(O)C3O)=C(OC=4C(OC)=C(O)C=C(O)C14)C=5C=CC(O)=C(OC)C5
370529,CNP0475039,[O-][NH+](C=CCCCCCC)NC(COC)C(O)C
370533,CNP0317191,OC1=CC=CC=2OC3=C(OC)C(=C(O)C(OC)=C3CCC12)C
370535,CNP0228332,O=C1C=C(OC2=CC(O)=C(O)C(O)=C12)C=3C=CC(OC)=CC3
370536,CNP0211808,O=C1C=2C=CC=C(O)C2C(=O)C3=C1CC4C(=O)C=5C(O)=CC=CC5C(=O)C34C
370540,CNP0276536,O=C(OC1C(=CC2OC(=O)C(C)C2CC(O)C(=CC1)C)C)C(C)CC
370549,CNP0210229,O=C1OCC=2C(=O)N3C(=CC2C1(O)CC)C=4N=C5C=CC=C(OC)C5=CC4C3
370552,CNP0354690,O=C1OC2=C(OC3=CC(O)=C(Cl)C(=C13)C)C(=C(Cl)C(OC)=C2C)C(=CC)C
370554,CNP0128768,O=C(O)C=CC=CC=1C(=CC=C2C1C(C)CC(C)C2)CO
370555,CNP0076938,O=C1CCC2(C)C3C(=CCC2C1(C)C)C4CCC(C(C)CCCC(C)C)C4(C)CC3
370562,CNP0252025,O=C1C(=COC=2C=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C(O)C12)C=4C=CC(O)=C(OC)C4
370564,CNP0193303,O=C(OCC1OC(OC2CCC3(C(=CCC4C3CCC5(C)C(CC(O)C45)C(C=CC(C)C(C)C)CO)C2O)C)C(O)C(OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C1OC8OC(CO)C(O)C(O)C8O)C
370568,CNP0398983,O=C(O)CCC(C)C1CCC2C3C(O)C(OC4OC(C(=O)O)C(O)C(O)C4O)C5CC(O)CCC5(C)C3CCC12C
370572,CNP0231710,O=C(OC(C1OC(=O)C(C)C1)C(C)C2C3C4(O)OC5(CCC23C)C(O)C67OC(=O)CC7OC(C)(C)C6CCC5C4=O)C
370574,CNP0167383,O=C1OC(=C(C(O)=C1C)CC(C)C)CCC(C)C
370580,CNP0316399,O=C1OC(C(=C)C)C2C3CCC4C(C)(CCC5C(C)(C)C6(O)OCC54CC6)C3(C)CCC2(C)C1
370581,CNP0236243,O=C1C=C(C)CCC=C(C)CC=2OC=C(C12)C
370582,CNP0204200,O=C(O)C(=C)C1CC2=C(C(=O)CC2C3(C)CC13)C
370585,CNP0076113,O=CCCCCCCCCCCCCC=CC
370591,CNP0272689,O=C(NC1(OC2(O)N(C1=O)C(C(=O)N3CCCC32)C(C)C)C(C)C)C4C=C5C=6C=CC=C7NCC(C76)CC5N(C)C4
370593,CNP0073981,O=C1C=CCC2C(C=CC(O)=C3C(=O)NC(C3=O)CCCN1)CC4C5CC(C)C(CC)C5C6OC6C24
370597,CNP0111503,O=C(O)C=CCC(=O)O
370604,CNP0171540,O=C(O)C(N)CS(=O)(=O)O
370607,CNP0199244,O=C1C(=CC2C(O)(C)C(O)CCC2(C)C1)C(O)(C)C
370608,CNP0334248,O=C1N2CC3CCC[N+]4([O-])CCCC(C2CCC1)C34
370614,CNP0150032,O=C(OC=1C=C(OC(=O)C)C2=C(OC(C3=CC=C(OC(=O)C)C(OC(=O)C)=C3)C(OC(=O)C)C2C=4C(OC(=O)C)=CC(OC(=O)C)=C5C4OC(C6=CC=C(OC(=O)C)C(OC(=O)C)=C6)C(OC(=O)C)C5)C1)C
370617,CNP0242207,O=C1OC(C)(C)C2C(C=C1)=CC3=C(CC2)C4(C)CCC(C(OC(=O)C)(C)C5OC(=O)C6CC5C6)C4(C)CC3
370619,CNP0298097,O=C1C=C2CC(O)CCC2(C)C3CCC4(C)C(CCC4C13)C(C=CC(C)C(C)C)C
370620,CNP0391229,ClC1=C(O)C=C2OC3=CC(O)=C(Cl)C(=C3C2=C1C)C
370622,CNP0189905,O=CC1=CC(O)=C2C(=C1)N3OC(O)(C4NC4C3)C2COC(=O)N
370623,CNP0229033,O=C(O)C(=CCCC(=CCCC(=CCO)C)CO)CCC=C(C)C
370626,CNP0330291,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CC6=CCC7C(CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C6(C)CC5O)OC4CO)C(O)C(O)C1O
370627,CNP0270408,O=C(O)CCC(C(=O)O)N1C(=O)C2=CC(OC)=C(OCC=C(C)CCC=C(C)CCC=C(C)C)C(O)=C2C1
370628,CNP0414170,O=C1OC(C(=O)C12C(C=CC(=O)C2O)C=CC)C
370635,CNP0248104,O=C1N=C(N(C=2C=CC=CC12)C)CC=3C=CC=CC3
370637,CNP0188076,O=C(O)C1(C)CCCC2(C)C3C(=CC4(OC(OC4C3)(C)C)C(C)C)C(O)CC12
370643,CNP0384505,OCC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(O)CC1(C)C)C)C)C
370650,CNP0301345,O=C1NC(CO)C(OC1C2=CNC=3C=CC=CC32)C4=CC=C(O)C=C4
370660,CNP0372810,N=CC(O)C(O)C(O)C(O)CO
370668,CNP0329832,O=C1NC(CC2=CNC=3C=CC=CC32)C4C(C(=C)C(O)C5C=CCC(C=C(C)C(O)C(O)CCC(=O)C154)C)C
370669,CNP0233262,O=CC=1C(=O)C(O)=CC2=CC3(OC21)C(C)CCC4C(C)(C)CCCC43C
370673,CNP0165951,OCC1OC(OC2C(CCC3(C)C(O)CC=C(C)C23)C(C)C)C(O)C(O)C1O
370675,CNP0171113,OC1=C(OC)C=C2C3=C1C4=CC(OCC)=CC=C4CC3N(C)CC2
370679,CNP0318471,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(O)CC(O)C6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O
370686,CNP0279156,O=C1OC(=CC(OC)=C1C)C(=CC=CC=CC=CC=2OC=CC2)C
370695,CNP0332401,O=C(C)C1CC23C(=O)C(C(=O)C(C)C)(C(=O)C(C2=O)(C)CC=C(C)C)CC3C1(C)C
370696,CNP0344236,C=CC1=CC=C2C(=C1)C=3C=CC=CC3N2C4=CC=C(C=C4)N(C5=CC=C(C=C5)N6C=7C=CC=CC7C=8C=CC=CC86)C9=CC=C(C=C9)N%10C=%11C=CC=CC%11C%12C=CC=CC%10%12
370699,CNP0266783,O=C(OC)C1C2NCC(=CC)C1CC(C3=CC=4NC5=C(C4C=C3OC)CCN6CC7CC(CC)C6C5(C(=O)OC)C7)C=8NC=9C=CC=CC9C8C2
370707,CNP0076095,O=C(OCC1OC(OC2=CC=C(C(=O)C=CC3=CC=C(OC)C(O)=C3)C(O)=C2OC4OC(COC(=O)C)C(OC(=O)C)C(O)C4O)C(O)C(O)C1OC(=O)C)C
370709,CNP0131270,O=C1OC(CCCCC)C2OC(CC2)C(O)C(O)C1C
370714,CNP0286078,O=C1NC=2C(=O)C=3C=CC=C(O)C3C(=O)C2C(=C1OC)C
370715,CNP0158911,O=CCC1CC(C)C(O)C=CC=CCC(OC(=O)CC(OC(=O)C)C(OC)C1OC2OC(C)C(OC3OC(C)C(OC(=O)CCC)C(O)(C)C3)C(N(C)C)C2O)C
370716,CNP0220949,O=C(OC)C(=C)C1CC=C(C)C(O)CCC(=CCCC2(OC2C1)C)C
370724,CNP0266680,O=C(OC1=C(OC(=O)C)C2=C(OC3=CC(O)=C(O)C=C32)C(O)=C1C=4C=CC(O)=C(O)C4)C
370730,CNP0197141,O=C1OC(C)C(O)C1CCCCCCCCC#CC=CCCC=C
370747,CNP0174666,OC(C=C)(C)CCC1C(O)(C)CCC2C(C)(C)CCCC12C
370755,CNP0370292,O=C(OC1C(O)C2(OC(C(=O)O)C(O)(C(=O)O)C1(O2)C(=O)O)CCC(=C)C(OC(=O)C)C(C)CC=3C=CC=CC3)C=CC(=CC(C)CC)C
370761,CNP0149906,O=C(NC=CC=1C=CC=CC1)C2OC2CCC#CC#C
370762,CNP0157890,O=C1OC2=C(OCC=C(C)CC3OC(=O)C(=C3)C)C=4OC=CC4C=C2C=C1
370767,CNP0164911,O=C(O)C(NC(=O)C(O)COC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CC(N)CCCCCC(C)C)CC(=O)N)C(O)C(=O)N)C(O)C=1C=CC=CC1)CC2=CC=C(O)C=C2
370773,CNP0389082,O=C1OC2=C(C=C1)C=CC(OC)=C2C=CC(O)(C)CO
370779,CNP0349146,O=C(OC1C2C3N(CC)CC4(C)CCC(OC)C3(C5CC6OC(=O)C5C2(O)CC6)C14)C=7C=CC=CC7
370784,CNP0397155,O=C(OC1C(OC2C(=C)C3C4OC(=O)C(=C)C4CCC(=C)C3C2)OC(CO)C(O)C1O)C=CC5=CC=C(O)C(O)=C5
370794,CNP0211879,O=C(OC12C(O)C(C)C3(O)C(C=C(COC(=O)CCCCCCCC=CCC=CCCCCC)CC4(O)C(=O)C(=CC43)C)C1C2(C)C)C(=CC)C
370812,CNP0134577,O=C1C=2C=CC=CC2C(=O)C=3C(O)=C4C(=C(O)C13)CC(O)(C(=O)CO)CC4OC5OC(C)C(O)C(N)C5
370816,CNP0082208,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCC=CCCCCC
370819,CNP0353290,O=C1OC(CC)C(C)C(O)C(C(=O)C(C)C(O)CC(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC3OC(C)C(O)C(O)(C)C3)C1C)C
370821,CNP0287611,OC1CCC2C(=CCC3C2(C)CCC4(C)C5CCC(C(C)C)C5(C)CCC34C)C1(C)C
370823,CNP0415965,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC(O)=CC=C3O)C1
370825,CNP0246738,O=C1OC(=CC=2OC3(C)CCC4C(C)(CCC5C(C)(C)C(O)CCC54C)C3CC12)C
370830,CNP0328759,O=C1C=2C(O)=CC=CC2C(C3=CC=C4C(C(=O)C5=C(O)C=C(C=C5C4(O)C6OC(CO)C(O)C(O)C6O)CO)=C3O)(C7=CC(=CC(O)=C17)CO)C8OC(CO)C(O)C(O)C8O
370832,CNP0083848,ON=C(S)CCCCCCCCSC
370838,CNP0426594,O=C(O)CC1(OC2(C(=CCC3C(C)(COC(=O)C(C)C)CCCC32C)C)CC1)C
370840,CNP0242208,O=C(OCC1C(OC(=O)CC(C)C)C2(OC3(OC2C4C5OC5(CO)C(O)C6(O)C(=O)C(=CC6C14O3)C)C=CC=CCCCCC)C7(OC7)C)CC(C)C
370842,CNP0204434,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC
370846,CNP0321121,O=C(O)C(N=C(O)C(N=C(O)C=1C=CC=C(O)C1O)C)C(O)C
370847,CNP0247722,OC1CC2(C)C(C(=CCC2C(C)(C)C1O)C)CCC3=COC=C3
370853,CNP0435951,O=C1OC(CC=CC(CC)CCC(=O)C=2C(O)=C(C=C3C2C(=O)C=C4NC(=O)C(C=C1C)C43O)C)CC(C)C
370860,CNP0100575,O=C(O)CCCCCCCCCC(OC1OC(C)C(O)C(O)C1OC2OC(CO)C(O)C(O)C2OC3OC(C)C(OC4OC(C)C(O)C(O)C4O)C(CC5OC(CO)C(O)C(O)C5OC6OC(C)C(O)C(O)C6O)C3O)CCCCC
370867,CNP0426595,O=C1NC=CC=2C=C(OC3CCN(C(=O)C(NC(=O)C(NC)C(C)CC)C(C)CC)C3C(=O)NC1C(C)CC)C=CC2OC
370868,CNP0074102,O=C1C=C(O)C=2C(O)=C(C(O)=C(O)C2C1=O)CC
370876,CNP0226646,OCCC(NCC(NC)(C)C)(C)C
370880,CNP0309802,O=C(C=C(C)CCO)NC1C(=C)CCC2(O)C(C(=CC1O)CO)CC2(C)C
370884,CNP0360229,O=C1C=CC2(C(=C1)CCC3C2CCC4(C)C3CCC4(O)C)C
370897,CNP0214543,O=C(N1C=2C(O)=CC=CC2C34CCN5CCC(C(=CC)C53)CC14)C
370903,CNP0403416,OC=1C=C2OC(C3=CC(OC)=C(OC)C(OC)=C3)CC2=CC1CC=C
370918,CNP0282366,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCC
370922,CNP0229505,OC1=NC=2C=CC=CC2C1OC3OC(CO)C(O)C(O)C3O
370926,CNP0084101,O=C1NC(=O)N(C(N)=C1NC(=O)C)C
370928,CNP0261444,O=C(O)C1=C(CO)CSC2N1C(=O)C2NC(=O)CCCC(N)C(=O)O
370931,CNP0239672,O=C(N(C)C(C(=N)O)CC1=C(Br)NC=2C=CC=CC21)C(N=C(O)C(C)CC(=CC(C)CC(O)C)C)C
370932,CNP0147458,C=CCCCCCCCCC=CC=CCCCC
370934,CNP0123302,O=C1C=CC(O)C2C1=CCCC32OC4=CC=CC=5C=CC=C(O3)C45
370936,CNP0235112,OC1CC2=CCC3C(CC(O)C4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1
370947,CNP0181557,OCC=C(C=CC=C(C=CC1=C(C=CCC1(C)C)C)C)C
370948,CNP0403271,O=C1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1
370949,CNP0302131,O=CC1=CC(=CC=C1C(=O)N)C(C2=CC=C3C(=O)NC(=O)C3=C2)(C(F)(F)F)C(F)(F)F
370950,CNP0189958,O=C(NCCC(C)C)C
370955,CNP0170400,OC1=CC=C(C=C1O)C2OC=3C(=C(O)C=C(O)C3C4OC(CO)C(O)C(O)C4O)CC2O
370960,CNP0158533,OCC1OC(OC2CC3=CCC4C(CC(O)C5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O
370965,CNP0475085,O=C(O)C1=C(O)C=C(C=C1OC=2C(OC)=CC(O)=C(C2C(=O)OC)[NH+]([O-])O)C
370966,CNP0329897,OC1C2CC3C1C(OC)(CC2OC)C4C(O)C5C6(C)CN(CC)C4C35C(OC)CC6
370968,CNP0097661,O=C(OC(CO)CO)CCCC=CCC1C2OOC(C2)C1C=CC(O)CCCCC
370971,CNP0313799,O=C1NC(=CN=C1CC(C)C)CCCN=C(N)N
370975,CNP0319883,N1=C2OC=CC2=C(OC)C=3C=CC=C(OCC=C(C)C)C13
370977,CNP0435956,O=C1N=C(N)C=CN1C2OC(C)C(OC3OC(C)C(N(C)C)C(O)C3O)CC2
370982,CNP0372150,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C=C2OC(C=5C=C(O)C(OC6OC(CO)C(O)C(O)C6O)=C(C5)CC=C(C)C)=C1CO
370993,CNP0320520,O=C(C=1C(=O)CCCC1O)CCC=2C=CC=CC2
370997,CNP0073046,O=C(NC(C(=O)OC)C)CCCCCCCC=CCCCCCCO
370998,CNP0244042,O=C(OC)CC(O)C(CC)CC1(OC(C(=O)CC)C(CC)C1)C
371004,CNP0286477,O=C1OCC(=C1)C2OC3CCC4(OC4)C5(COC(=O)C)C(OC(=O)C)CC(C)C(C)(C2)C35
371006,CNP0125534,O=C(OC)C1=C2NC=3C=CC=CC3C24CCN5C(CC(=O)C)C6OC6C(C1)(CC)C54
371010,CNP0252684,O=C1C=2C(O)=CC=CC2OC34C1=CC5(OC)C(=O)C4(OC(C)(C)C3C5)CC=C(C)C
371016,CNP0195173,OC1=CC=C(C=C1)C2OC3=CC(OC4OC(CO)C(O)C4O)=CC(O)=C3CC2O
371018,CNP0435958,O=C(OC1COC(=O)C(NC(=O)C=2C=CC=C(NC(=O)C)C2O)C(OC(=O)C1CCCCC)C)CC
