,coconut_id,unique_smiles
82087,CNP0177388,O=C(OC1C(OC=2C=CC=CC2CO)OC(CO)C(O)C1O)C=3C=CC=CC3
82090,CNP0289619,O=C1OC(=CC=2C=C3C(=O)C(OC)=C(C(=O)C3=C(O)C12)C=4C(=O)C=5C(O)=C6C(=O)OC(C)CC6=CC5C(=O)C4OC)C
82091,CNP0071998,O=C1C(C(=N)C)=C(O)C2N1C(C)(C)C3CC=4C=CC=C(NC)C4C(=O)C23
82096,CNP0261394,OC1=CC=C(C=C1)C2C3=CC(O)=CC=C3C4C=5C(O)=CC(O)=CC5C2C6=C(O)C=C(O)C7=C6C4C(C8=CC=C(O)C=C8)C7C=9C=C(O)C=C(O)C9
82097,CNP0415798,O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCC=C(C=CCCCCCCC)C)C(O)C=CCCCCCCCCCCCCCC
82101,CNP0156281,O=C1OC=2C=C(OCC=C(C)CCC(O)C(O)(C)CCC(O)C(O)(C)C)C=CC2C=C1
82103,CNP0424358,O=C1NC2(C(=O)OC2C1C)C(O)C(C)C
82105,CNP0277953,OC1CCC2(C3=CCC4(C)C(CCC4C53OOC2(C=C5)C1)C(C=CC(C)C(C)C)C)C
82108,CNP0191287,O=C1OC2C(C)C3CCC(C)C4C=CC1(O)C2C43
82112,CNP0353677,OC=1C=C(OC)C2=C(C1C)C(O)C(OC2)C
82123,CNP0282799,O=C(OCC(=C)C1CCC2=CCCC(C)C2(C)C1)C
82128,CNP0190485,O=C1C=2C(=CN=CC2C(O)CC)CC1
82138,CNP0288236,OCC1OC(OC2C3=C(CC(O)C3(C=C4C(CO)CCC4C(C)C2O)C)C(C)C)C(O)C(O)C1O
82149,CNP0142802,ON=CC1=NC(=C(O)C(OC)=C1)C2=NC=CC=C2
82150,CNP0212366,O=C(O)CC=1C=C(O)C=C2OC(=CC(=O)C21)CCCCCCC
82151,CNP0336708,O=C(O)CCC1N=C(O)C(N=C(O)C(N=C(O)C(N(C(=O)CN=C(O)C(N=C(O)C(N=C(O)C(N=C(O)CC(OC(=O)C(N(C(=O)C(N=C(O)C(N=C(O)C(N=C1O)CC(=N)O)CC2=CNC=3C=CC=CC32)CCCN)C)C(C)C)CCCCC)CO)C(O)C(=N)O)CO)C)CC=4C=CC=CC4)CC(C)C)CCCN
82153,CNP0112382,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCC=CCC=CCC=CCCCCCCCC
82161,CNP0271574,O=C1OCC(CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C1CC4=CC=C(O)C(OC)=C4
82170,CNP0281080,O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(CO)CC(C)C)(C)C)CC(C)C)CC(C)C)(C)C)C(C)C)CC(C)C)CCC(=O)N)(C)C)C
82174,CNP0076161,O=C(OC1OC(COC2OC=C3C(=O)OCCC3C2C=C)C(O)C(O)C1O)C4=CC(O)=C(C(O)=C4)C5=CC=CC(O)=C5
82175,CNP0333111,OC1C(=CC=C(C)C)CC2OC(CC32OC13)C(O)(C)C
82179,CNP0106641,O=C(CC(C1=CC=C(C=C1)C)C)CC(C)C
82190,CNP0252407,O=C(C=1OC2=CC=C3C(=O)C4(O)C5=CC(OC)=C(OC)C=C5OCC4OC3=C2C1)C
82192,CNP0333323,O=C(C=CC(=CC(C)CC)C)C=C(O)C=1C(=O)OC2(C(=O)C=C3C=C(OC=C3C12)CC(O)C)C
82199,CNP0354832,OC1(C)CCCC2(C)C3C(=CCC12)C4OCCC4(C)CC3
82204,CNP0260989,N=C(O)OC1C(O)C(OC(CO)C1O)OC2C(O)C(O)C(OC2OC(C3=CN=CN3)C(N=C(O)C=4N=C(NC(=N)C4C)C(NCC(N)C(=N)O)CC(=N)O)C(O)=NC(C)C(O)C(C(O)=NC(C(O)=NCCC5=NC(=CS5)C6=NC(=CS6)C(O)=NCCCSC)C(O)C)C)CO
82218,CNP0119290,O=C(O)C=1C(OC2=C(O)C=C(C=C2CO)C)=CC=C(C1OC)C(OC)CC(C)C
82221,CNP0225432,O=C(O)C=C(CO)CCC1C(=CC(=O)C2C(C)(C)CCCC12C)C
82229,CNP0265877,O=CC(=CCCC(=CC(OC(=O)C)CC(=CCOC(=O)C)COC(=O)C)C)C
82236,CNP0345114,O=C(O)C(=CC(=C(O)C)CC)C
82239,CNP0287905,O=C(OC1C2C(=C)C(=O)OC2CC3(C)C(O)CCC(O)(C)C13)C=C(C)C
82241,CNP0318106,OC1=CC2=C(OC(C)(C)C(O)CCC2C)C=C1C
82245,CNP0157198,O=C1C=C(C)C2C1=C(C)CC(OC3OC(CO)C(O)C(O)C3O)C4C2OC(=O)C4(O)C
82247,CNP0183681,O=C(O)CC1C(=COC(OC2OC(COC(=O)C)C(O)C(O)C2O)C1C(OC(=O)C)C)C(=O)OC
82248,CNP0233167,O=C1C=2C=CC=CC2N=CN1CC(=O)CC3NCCCC3O
82270,CNP0277848,O=C1OC=2C=C(OC)C(=C(OC)C2C=C1C=3C=CC(O)=CC3O)CC=C(C)C
82271,CNP0338930,O=C(O)C1=C(S(=O)C=CNC(=O)C)CC2N1C(=O)C2C(O)(C)C
82274,CNP0084906,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCC=CCCCCCC
82278,CNP0115048,O=C(NC1C(=O)N(C)C(C(=O)N(C)C(C(=O)N2CC(C)CC2C(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)OC1C)C(C)C)C(C)CC)CC=3C=CC=CC3)C)C)CC(C)C)C=4C=CC=CC4
82281,CNP0111144,O=CCCCCCCCCCCCCCCCCC
82282,CNP0289443,O=C1CCC23OC(O)C(C)C1C3(C)C(C)CC=C2
82284,CNP0330043,OCC1=CC2C(CCC(=CCC1)C)C2(C)C
82285,CNP0291275,O=C(O)C1=C(OC)C(=C(O)C=C1CCC=2C=CC=CC2)CC=C(C)CCC=C(C)C
82287,CNP0340062,O=CCC1CC(C(=O)CC=CC(O)CC(OC(=O)CC(OC(=O)C)C(OC)C1OC2OC(C)C(OC3OC(C)C(OC(=O)CC(C)C)C(O)(C)C3)C(N(C)C)C2O)C)C
82288,CNP0308194,O(C1=CC=C2C(=C1)C34N(CC2)CCC4C=CC(OC)C3)C
82289,CNP0073112,O=C1C2=C(OC3(C)CC(OC3C2)C=C(C)CCC(O)C(O)(C)C)C(O)CC1
82292,CNP0424359,O=C(C=1C=CC=C(O)C1)C2=C(O)C=3C=CC(OC3C(=C2O)CC=C(C)C)(C)C
82295,CNP0263411,O=C1OC(C)CC=2C1=C(O)C=C3OC4(C)C(O)CC5C(C(=O)CCC5(C)C4CC32)(C)C
82297,CNP0322318,CCCCCCCCCCCCC(C)CC
82310,CNP0242014,O=C(OC1CC(C)C2(OC3(C=COC3)CC2)C4(C)CCCC(C)(C)C14)C
82311,CNP0073242,O=C1C=C(NCCC(C)C)CC(C)C21OC=3C(Cl)=C(OC)C=C(OC)C3C2=O
82318,CNP0188106,O=C(OC1C2C(O)(C)C(OC(=O)CCC)C3OC3C2(C)C(OC(=O)CCC)C=CC(=C)C(Cl)C4OC(=O)C(C)C41O)C
82323,CNP0072167,OC12COC3CCOC(OC1)(CCC=CC=CC)C32
82324,CNP0196364,O=C(C=CC1=CC=C(O)C=C1)C2=C(O)C=C(O)C3=C2OC(=O)CC3C=4C=CC=CC4
82325,CNP0254184,OC1C=C2C(O)C(O)CCC2(C)C3CCC4(C)C(CCC4C13)C(C)C(O)CC(CC)C(C)C
82340,CNP0154748,O=C1OC2(C)C(O)CC3(O)OC4C(O)C5(C)C(C6=COC=C6)CC7OC75C(O)(C)C4C3(C)C2(O)C1O
82342,CNP0155202,O=C1OC=2C=C3OC(CC3=CC2C=C1)C(O)(C)C
82344,CNP0424361,OCC(=CCOC1OCC(O)(CO)C1O)CCC2(C)C(C)CCC3(C(=CCCC32)C)COC4OC(CO)C(O)C(O)C4O
82358,CNP0424362,O=C(OCC1(O)C(O)C23CCC1C(O)C2C45C(O)CCC6(C)CN(CC)C5C3CC64)C=7C=CC=CC7
82366,CNP0211125,O=C1OC(C=C1)=CC(O)COC=2C=CC=CC2
82367,CNP0256702,O=C(O)CCC(C)C1CC(=O)C2(C3=C(C(=O)CC12C)C4(C)CCC(O)C(C)(CO)C4CC3O)C
82368,CNP0348600,O=C1NCC2=C(OC)C(=C(OCC(O)C(O)(C)C)C=C12)C
82372,CNP0392012,O=C(O)CC(O)CCCCCCCCCCCCCC
82374,CNP0115515,O=C1C=2C(O)=CC=C(C2OC=3C=C(C=4OCC(C(=C)C)C(O)C4C13)C)CC(O)C(=C)C
82376,CNP0428932,O=C(NC(C(=O)N1CC(C)CC1C(=O)NC(CO)CCCNC(=N)N)CC2=CC=C(O)C=C2)CCCCC
82381,CNP0196788,O=C1NC(C(=O)NC(C(=O)OCC(NC(=O)CC(O)C(O)CCCCCCCCCC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC1=CC)C(O)C)CCCN)CCO)CCN)CCN)C(O)CCl)C(O)C(=O)O
82384,CNP0291309,O=C1OC(C2=COC=C2)C3(C(=C1)C(=C)C(CC3)C4(C(=O)C=CC(C)(C)C4CC(=O)OC)C)C
82385,CNP0369160,OCC=C(CO)CCC=C(C)CCC=C(C)CCC=C(C)CO
82389,CNP0302974,O=C(OC12CC3(C(=O)C4OC56CC(=O)OC(C7=COC=C7)C6(C)CCC(C5(O)C41)C2(C)C3C(O)C(=O)OC)C)C
82391,CNP0301837,O=CCC1CC(C(=O)C=CC2OC2CC(OC(=O)CC(OC(=O)C)C(OC)C1OC3OC(C)C(OC4OC(C)C(OC(=O)CC)C(O)(C)C4)C(N(C)C)C3O)C)C
82394,CNP0210776,O=C(OCC(OC(=O)CCCCCC1C=CC(=O)C1CC=CCC)COC2OC(CO)C(O)C(O)C2O)CCCCCCCC3C=CC(=O)C3CC=CCC
82395,CNP0370993,O=CC1=CC=C(OC2=CC=C(C=C2OC)C(=O)O)C(O)=C1
82396,CNP0080975,O=C(O)C1N(C(=O)C(N(C)CC1OC(=O)CC(OC(=O)CC(C)CC(=O)OC2OC(C)C(OC)C(OC)C2OC)CCCCCCCCCCCC(C)C)C(OC3OC(CN)C(O)C3O)C4OC(N5C=CC(=O)NC5=O)C(O)C4O)C
82412,CNP0328709,O=C1OC2CC3C(=CC(OC4OC(CO)C(O)C(O)C4O)C(O)C3(C)C5C6(O)OCC25C(O)(C1O)C(C)C6O)C
82418,CNP0201030,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(C(=O)CO)(C)C4(C)CC(O)C32F)C
82422,CNP0191091,O=C(OC)C=1OC(=O)C=2C(O)=C3OC4(OC=5C(=O)C=6C(O)=C(OC)C=C(OC)C6C(=O)C5C4)CCC3=CC2C1
82423,CNP0424364,OC1CC(OC(C)C1OC2OC(C)C(O)C(OC)C2)OC3C(OC)C=COC3C
82424,CNP0268358,O=C(OC)CCCCCC=CCCCCCCCC
82426,CNP0140798,OCC(=CCCC(C1=CC=C(C=C1)C)C)C
82427,CNP0077807,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(CO)C4C(O)CC31C)C5C(C)C(C)CCC5(C)CC2
82428,CNP0079745,O=C(OC1CC2(C)C(OC(=O)CC2C3=CC4C(=O)C(C)(C31)C(CC(=O)OC)C(C)(C)C4O)C5=COC=C5)C
82430,CNP0297648,OCC(=CCCC(=CCCC(=CCCC(O)(C=C)C)C)C)C
82433,CNP0199627,O=C(OCC12CCCC(C)(CO)C2CC(O)C34C(=O)C(=C)C(CCC31)C4O)C
82446,CNP0445468,O=C(OCC1OC(OC2=CC=3C(O)=CC(O)=CC3[OH+]C2C4=CC(O)=C(O)C(O)=C4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5
82453,CNP0252357,O=C(O)C(N)CCOP(=O)(O)O
82462,CNP0018594,O=C(OC1C=2OC(=CC2C)C3OC3(C)CC4OC(=O)C5(OC45)C(OC(=O)C)CC1C6(OC6)C)C
82471,CNP0118204,O=C1OC(C)(C)C2C(C=C1)=CC3=C(CC2)C4(C)C(OC(=O)C)CC(C(C)C5OC(=O)C(=CC5)C)C4(C)CC3O
82484,CNP0074812,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)COCC=5C=CC=CC5)C4(C)CC(O)C32F)C
82487,CNP0221222,OCC1OC(OC2C(O)C(O)C(OC2OC(C=C)CCCCC)COC3OCC(O)C(O)C3O)C(O)C(O)C1O
82488,CNP0257270,O=C(O)CCC=1C=CC=CC1OC2OC(CO)C(O)C(O)C2O
82490,CNP0176475,O=C(OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)CCC1C2=NC(=CC=3NC(C=C4N=C(C=C5NC=6C(C(=O)C(O)(C(=O)OC)C62)=C5C)C(=C4C)CC)=C(C=C)C3C)C1C
82494,CNP0237459,O=C1C(=C(C)C)CC2=C(C(=O)C3C4C(=O)C5=C(CC(C(=O)CC5C)=C(C)C)C4(C)C23C)C(C)C1
82495,CNP0119552,O=C1NC(C=2C=NC=CC2)CC1
82496,CNP0250716,OC1C(O)C2NC(O)(CC2)C1O
82498,CNP0220232,O=C(OCC)CC1=CC(OC)=CC(O)=C1C(=O)CCCCCCC
82499,CNP0193749,O=C1C(=CC2(C)CCCC(C)(C)C2C1)C
82500,CNP0263187,O=C(OC1C(OC(OCCC2=CC=C(OC)C(O)=C2)C(O)C1OC3OC(C)C(O)C(O)C3O)COC4OC(CO)C(O)C(O)C4O)C=CC5=CC=C(O)C(OC)=C5
82508,CNP0348752,O=C1C=2C=C(O)C=C(O)C2C(=O)C3=C(O)C(=C(O)C=C13)COC
82510,CNP0299568,O1C=CC(=C1)CCC=C(C)CCC=C(C)CCC=C(C)C
82518,CNP0084270,O=C1OC(CC=2C=C(O)C=C(OS(=O)(=O)OC)C2)CC1
82526,CNP0193125,O=C(O)C=1C(O)=C(C=2OC(=O)C3=C(OC2C1C)C(O)=C(O)C=C3C)COC
82527,CNP0426902,O=C1OC(C)CCC=CC=CCCC(O)CC(O)CC2OC(O)(C(O)C(=O)OC(C)CCC=CC=CCCC(O)CC(O)CC3OC(O)(C1O)C(C)CC3)C(C)CC2
82529,CNP0445479,O=C(NC(C(=O)N(C)C(C(=O)N1CCCC1C(=O)N2C(=O)CCC2C)C(C)C)C(O)C)C(N(C(=O)C(C)CC(C)CCCC)C)CC(C)C
82533,CNP0111565,O=C1C=C(OC(C)C1)CO
82535,CNP0132402,O=C(OCC1OC(OC2OC3OCC4(O)C(OC(=O)C=CC=5C=CC=CC5)C(O)C(C3)C24)C(O)C(O)C1O)C=CC=6C=CC=CC6
82541,CNP0265019,O=C1C=2C=COC2N(C=3C(OC)=CC(OC)=CC13)C
82544,CNP0243745,O=CCCCCCC
82553,CNP0083052,O=C(N(C)C)C
82575,CNP0208999,O=C(OC1C(=CC23C(=O)C(C=C(C)C(OC(=O)C)C12O)C4C(CC3C)C4(C)C)C)C=5C=CC=CC5
82580,CNP0156336,O=C(O)C(=CCCC(C(=O)CCC1(C(=O)C(=CC2(O)C1CCC3C(C(=O)CCC32C)(C)C)C)C)C)C
82584,CNP0257792,O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(O)CC1(C)C)C)C)C)CCC2C(=CC=CC2(C)C)C
82589,CNP0160808,O=C(OC1C(OC(=O)C=2C=CC=CC2)C3(C)C(OC(=O)C)CCC(C)C43OC(C)(C)C1C4O)C=CC=5C=CC=CC5
82591,CNP0277308,O=C1C(=COC=2C1=C(O)C=C(O)C2CC=C(C)C)C=3C=CC(O)=C(C3)CC=C(C)C
82600,CNP0190336,O=C(N)CCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C)CC1=CNC=2C=CC=CC21)C)(C)C)(C)C)CC(C)C)(C)C)CCC(=O)N)(C)C)(C)C)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CO)CC(C)C)CCC(=O)N)C)CC(C)C
82605,CNP0258624,O=C(OC1C(OC(OCCC2=CC=C(O)C(OC)=C2)C(O)C1OC3OCC(O)C(O)C3O)CO)C=CC4=CC=C(O)C(OC)=C4
82606,CNP0343542,O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC=CC(=O)C)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C
82607,CNP0391751,O=C1C(OC)=C(OC)NC(C=CC(O)(C)CC=CC(=CC(C)C(OC2OC(CO)C(O)C(O)C2O)C(=CC)C)C)=C1C
82608,CNP0325865,O=C(O)C(=C)C1CCC2(C)CCCC(O)(C)C2C1
82612,CNP0287050,O=C(OC1C(C)C23OC4(OC(C3C(O)C(O)(C)C(O)C5(O)C(OC(=O)C)C(=CC52)C)C1(O4)C(=C)C)C)C=6C=CC=CC6
82622,CNP0298919,O=C1OC2CC=3C4=CCC5(C)C6CCC(C(C)C)C6(C)CCC5(C)C4CCC3C1(C)C2O
82623,CNP0080825,O=C(O)C(NC(=O)C(NC(=O)CC(N)CCCCN)C(O)(C)C)CC1=CC(O)=C(Cl)C(O)=C1
82625,CNP0249534,O=C1C(O)=C(C(=O)C2=C1C3(C)CCCC(C)(C)C3CC2OC)C(C)COC(=O)C
82626,CNP0108757,O=C(O)CNC(=O)C1=NC=C(C=C1)C(O)C=2C=CC=CC2
82627,CNP0186848,O=C1OC(CC1C)C2N3C4=C(C2)C5C(C(=O)OC5C(CC)C4(O)CCCC3)C
82630,CNP0125963,O=C(N)C1=NC(C=2N=C(SC2)CCCC(O)(C)C)=C(OC)C(OC)=C1O
82634,CNP0234694,O=CC1=CC=C(C=C1)C
82643,CNP0140551,O=C1OC2=CC=CC(=C2C=C1)C
82647,CNP0167910,O=C(OC(C(=O)OC1C(=O)OC2CC3C(=CC(=O)C(O)C3(C)C4C(O)C(O)C5(OCC24C15)C)C)(C)CC)C
82650,CNP0395878,O=C1C=2C=C(OC)C(O)=CC2N=CC3N1C(O)CC3
82657,CNP0071348,O=C1N=C(C=CN1C2OC(C)C(O)CC2)NC(=O)CC=3C=CC=CC3
82658,CNP0424365,O=C1NC=CC=2C=C(OC3CCN(C(=O)C(N(C)C)CC4=CC=C(O)C=C4)C3C(=O)NC1C(C)CC)C=CC2OC
82659,CNP0074465,O=C(OC1CCC2C3CCC4=CC(OC(=O)CC)=CC=C4C3CCC12C)C=5C=NC=CC5
82662,CNP0296217,O=C1C=C(OC2=C1C(O)=C(C(OC)=C2C)C)C=3C=CC=CC3O
82663,CNP0110979,O=C1OC23CCCC(C)(C)C3CCC1(CC(=O)C4=CC(O)=CC=C4O)C2
82667,CNP0158123,O=C(C=CC=CC=CC#CC=CCCC)N1CCCCC1
82668,CNP0112544,O=C1N=C2C=CC(Br)=CC2=C(C=3C=CC=CC3)C1=C4NN(C(=O)CCC(=O)O)C(C=5C=CC(OC)CC5)C4
82674,CNP0237102,O=C1C=2C(O)=C3C=4C(O)=C5C(=O)N(C)C(OC)(C(=O)C5=C(O)C4CCC3=C(OC)C2OC6=C1C(O)C(O)CC6O)CCC
82675,CNP0205743,C=C(C)CC(C)(C)C
82678,CNP0329318,O=C1C=C(OC2=CC(O)=C(O)C(O)=C12)C=3C=CC=CC3
82680,CNP0146173,OCC1(OC2(C)CCC1CC3C(C)CCC32)C
82683,CNP0256074,O=C(OC1OC(OC(=O)C)C23CCC(C)C(C)(CCC(=C)C=C)C3CC(OC(=O)C(C)CC)CC12)C
82686,CNP0424366,O=C1C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC4OC(C)C(O)C(O)C4O)=C(OC=5C=C(O)C=C(O)C15)C=6C=CC(O)=CC6
82690,CNP0424367,O=C(OCC1OC(OC(C(=O)OCC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)(CC(=O)OCC4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C(C)CC)C(O)C(OC(=O)C)C1O)C
82693,CNP0355411,O=C1OC(=CC=C1)CC=CCC
82694,CNP0428945,O=C(N)CCC1NC(=O)CC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(=CC)NC1=O)CC(O)C2)CCO)CC=3C=CC=CC3)CC(C)C)C(C)CC)C(C)CC)CC(C)C)CCCCC
82704,CNP0175656,O=C1C=2C=CC=C(O)C2C3OC43C(O)CC5(O)CC(C)CC(=O)C5C14O
82713,CNP0132867,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C=C3)C1C4C(=O)C5=C(O)C=C(OC)C=C5OC4C6=CC=C(O)C=C6
82718,CNP0366634,O=C1OC(C(=O)N(C)C(C(=O)OC(C(=O)N(C)C(C(=O)OC(C(=O)N(C)C1C(C)C)C(C)C)C(C)C)C(O)(C)CC)C(C)C)C(C)C
82719,CNP0150314,ON=CC1=CC=C(OC)C=C1
82731,CNP0076488,O=CC=C1C=2C=CC=CC2C(=O)N1CC
82738,CNP0343376,O=NC=C1NC(=CC(OC)=C1SC)C=2N=CC=CC2
82739,CNP0302025,O=C(OC1C(OC)C2=C(C(=O)N(C2)C(C(=O)O)CCC(=O)O)C3(C)CCCC(C)(C)C13)C=CC=CC=CC
82741,CNP0275737,O=C(C1=NC(=NO1)C=2N=NC=CC2)C3C4=CC(OC)=CC=C4N(CC5=CC=C(Cl)C=C5)C3Cl
82743,CNP0235068,O=C1CC2CC(C)CC(O)C32CC4CN(C)CCC4C13
82747,CNP0155939,O=C(O)CC(NC(=O)C(NC(=O)C(NC(=O)C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C(C)C)C=1C=C(O)C=C(O)C1)CC(C)C)CC=2C=CC=CC2)C(C)C)C(C)C)C(=O)O
82749,CNP0254847,O=C1C=2C=CC(OC)=CC2C3=NC=CC(=C13)C
82752,CNP0187211,O=C1OC(=CC(OC)=C1C)C(=CC(O)C)C
82756,CNP0371704,O=C(OC=1C(OC(=O)CC=2C=CC=CC2)=C3C(OC=4C=C(O)C(O)=CC43)=C5OC6=CC(O)=C(O)C=C6C15)CC=7C=CC=CC7
82758,CNP0325201,O=C(N)CC1NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CO)C(C)C)CCC2)CC=3C=CC=CC3)C(C)C
82775,CNP0179805,O=CC12CCCC(C)(C)C2C(O)C(=O)C34C(=O)C(=C)C(CC(O)C31)C4O
82782,CNP0244190,O=C1C(=COC=2C=C(OC)C(OC)=C(OC)C21)C=3C=CC=4OCOC4C3
82785,CNP0074072,O=C1C=C(OC=2C1=C(O)C(=C3C=C(OC)C=C(OC)C23)C=4C(=O)C=C5C=C6OC(=CC(O)=C6C(O)=C5C4OC)C)C
82793,CNP0123022,O=C1OC(CC=CC=CC=CC(O)C(=O)C(=CC=CC(=CC(O)C(=CC1)C)C)C)C(C)C(O)C(C(=O)C=CC=CC=CC(O)C(OC2OC(C)C(OC)C(O)C2OC)C)C
82794,CNP0271569,O=CC12CCC3(C)C(CCC3(C)C2C(=O)C4OC45C1CCC(=O)C5(C)C)C(C)CC(=O)CC(O)(C)C
82796,CNP0352971,N#CCC=1C=C(Cl)C=2C=C3C=CC(O)C3(O)C2C1
82802,CNP0132865,O=C1OC2=C(OC3=C1C(=CC(O)=C3CO)C)C(O)=C4C(=O)OCC4=C2C
82803,CNP0339616,O=C(C=CCCC#CC#C)NC=CC=1C=CC=CC1
82805,CNP0322210,OCC1OC(OCC(C)CCC2(OC)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(CO)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O
82810,CNP0445508,O=C(O)CC(=O)OCC1OC(OC=2C=C(O)C=3C=C(O)C([OH+]C3C2)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C(O)=C4)C(O)C(OC6OC(CO)C(O)C(O)C6O)C1O
82811,CNP0146068,O=C(CCCCCCCCCC)CCCCCCCCCCCCCC
82813,CNP0254785,O1C=2C=C(C=3C=CC=4C=CC=CC4C3C2OC1)CCN(C)C
